Gene_ID,Change,Gene_Name,Gene_Biotype,Chr,Length,Exon Length,Gene_Body_Downregulated,Upstream_Promoter_Downregulated,Downstream_Promoter_Downregulated,TSS_Downregulated,Gene_Body_Nondifferential,Upstream_Promoter_Nondifferential,Downstream_Promoter_Nondifferential,TSS_Nondifferential,Gene_Body_Upregulated,Upstream_Promoter_Upregulated,Downstream_Promoter_Upregulated,TSS_Upregulated
ENSRNOG00000013944,Nondifferential,Zc3hav1l,protein_coding,4,11881,903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000013945,Nondifferential,Itpkc,protein_coding,1,21575,3291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000013946,Upregulated,Rnf149,protein_coding,9,22795,1185,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000013947,Downregulated,Rabl2a,protein_coding,7,8673,1871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000013948,Nondifferential,Zc3hav1,protein_coding,4,50175,5081,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSRNOG00000013949,Nondifferential,Idh2,protein_coding,1,19317,1668,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000013953,Upregulated,Ntrk1,protein_coding,2,16806,2623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000013954,Upregulated,Alpl,protein_coding,5,55041,2436,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,3.0,0.0
ENSRNOG00000013956,Downregulated,Rnf38,protein_coding,5,31017,2220,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000013961,Upregulated,Ghitm,protein_coding,16,11111,1399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000013962,Upregulated,Magi2,protein_coding,4,615285,4194,11.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,41.0,1.0,1.0,1.0
ENSRNOG00000013963,Downregulated,Il6st,protein_coding,2,25552,3112,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000013965,Nondifferential,Noc3l,protein_coding,1,29307,2936,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000013968,Upregulated,Comtd1,protein_coding,15,3112,2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000013969,Upregulated,Ahi1,protein_coding,1,123643,3141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
ENSRNOG00000013971,Nondifferential,Psat1,protein_coding,1,16146,2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ENSRNOG00000013972,Nondifferential,Pef1,protein_coding,5,23449,1680,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000013974,Upregulated,Fahd2a,protein_coding,3,9001,2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000013975,Upregulated,Acat2l1,protein_coding,1,29748,1975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000013977,Nondifferential,Bzw1,protein_coding,9,11977,1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000013987,Upregulated,Sbno2,protein_coding,7,31294,7518,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0
ENSRNOG00000013992,Nondifferential,Arfrp1,protein_coding,3,5953,953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014000,Downregulated,Kif2a,protein_coding,2,61119,2112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014002,Nondifferential,St7l,protein_coding,2,70425,2508,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014003,Nondifferential,Fbxo16,protein_coding,15,48974,1263,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014004,Downregulated,Ncoa7,protein_coding,1,159493,3334,7.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0
ENSRNOG00000014007,Nondifferential,Gfod1,protein_coding,17,100161,1473,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0
ENSRNOG00000014008,Upregulated,Mfsd2a,protein_coding,5,14861,2132,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000014010,Downregulated,Gfra2,protein_coding,15,91366,2792,7.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014013,Downregulated,Map4k4,protein_coding,9,124624,5254,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
ENSRNOG00000014019,Downregulated,Tbc1d7,protein_coding,17,17134,1366,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014027,Downregulated,RGD1304728,protein_coding,10,42603,3196,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014029,Upregulated,Klhl13,protein_coding,X,152604,3194,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014030,Upregulated,Synm,protein_coding,1,29929,7426,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014031,Upregulated,Esco1,protein_coding,18,38707,3882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014034,Upregulated,Olfml2a,protein_coding,3,35843,5887,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014035,Upregulated,Arhgef4,protein_coding,9,6593,1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014037,Downregulated,Dcun1d3,protein_coding,1,38469,1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014039,Upregulated,Sucnr1,protein_coding,2,951,951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014041,Upregulated,Cep78,protein_coding,1,27770,2436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014044,Upregulated,Pank4,protein_coding,5,16872,2714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000014048,Downregulated,Cyld,protein_coding,19,50194,2853,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014049,Nondifferential,Riok1,protein_coding,17,22417,2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014050,Upregulated,Ptges2,protein_coding,3,7304,2163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSRNOG00000014051,Nondifferential,Pgrmc2,protein_coding,2,15897,1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014052,Upregulated,Ccna1,protein_coding,2,9760,1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014058,Nondifferential,Tomm22,protein_coding,7,1751,1030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014059,Nondifferential,Odf2l,protein_coding,2,46354,3298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
ENSRNOG00000014061,Downregulated,Dusp5,protein_coding,1,13412,2419,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
ENSRNOG00000014064,Downregulated,Ctsh,protein_coding,8,19107,1734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014065,Nondifferential,Zfp653,protein_coding,8,18304,2155,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014066,Downregulated,Jade1,protein_coding,2,53068,5461,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
ENSRNOG00000014071,Downregulated,Ddb2,protein_coding,3,22517,1839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014072,Downregulated,Txndc17,protein_coding,10,2973,1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014075,Nondifferential,Clybl,protein_coding,15,230032,1239,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000014076,Nondifferential,Mbnl1,protein_coding,2,113506,1635,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
ENSRNOG00000014078,Upregulated,Ndufb8,protein_coding,1,5094,705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSRNOG00000014079,Upregulated,Stat1,protein_coding,9,40418,4085,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,1.0,3.0,0.0
ENSRNOG00000014080,Nondifferential,Kif23,protein_coding,8,27115,3164,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
ENSRNOG00000014084,Nondifferential,Sp1,protein_coding,7,30457,7712,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014087,Downregulated,Kifc3,protein_coding,19,18575,3326,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014089,Downregulated,Map3k2,protein_coding,18,64653,2938,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000014090,Nondifferential,Retsat,protein_coding,4,9132,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014092,Downregulated,Paip2b,protein_coding,4,28984,649,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014093,Nondifferential,Tom1,protein_coding,19,34069,2264,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014096,Downregulated,Nr3c1,protein_coding,18,21275,5078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014097,Upregulated,Psmd7,protein_coding,19,7263,1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000014098,Upregulated,Pold2,protein_coding,14,5070,1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ENSRNOG00000014104,Downregulated,Myo5b,protein_coding,18,302024,7745,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0
ENSRNOG00000014109,Upregulated,Psmd13,protein_coding,1,12396,1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014117,Nondifferential,Hmox1,protein_coding,19,6841,1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014119,Upregulated,Farsb,protein_coding,9,59246,2224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000014128,Upregulated,Ecsit,protein_coding,8,13453,1488,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014130,Nondifferential,Cks2,protein_coding,17,5759,615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000014132,Upregulated,Mypop,protein_coding,1,12359,4149,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014135,Upregulated,Rab11fip4,protein_coding,10,105911,3127,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
ENSRNOG00000014139,Nondifferential,Sclt1,protein_coding,2,151773,2473,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000014142,Downregulated,Ogfrl1,protein_coding,9,13725,1705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014143,Upregulated,Col24a1,protein_coding,2,234247,4059,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
ENSRNOG00000014148,Nondifferential,Ap5m1,protein_coding,15,22263,2999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014153,Downregulated,Lhfp,protein_coding,2,199745,2084,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,19.0,1.0,1.0,0.0
ENSRNOG00000014154,Upregulated,Ilf2,protein_coding,2,11829,1594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000014155,Upregulated,Spg20,protein_coding,2,26846,3993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014156,Downregulated,Fut7,protein_coding,3,2877,2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSRNOG00000014160,Upregulated,Tcp1,protein_coding,1,7681,1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014161,Nondifferential,Rbm15b,protein_coding,8,2840,2664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014162,Downregulated,Plekhb2,protein_coding,9,32653,3273,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014163,Downregulated,Zfp536,protein_coding,1,97734,4309,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
ENSRNOG00000014165,Upregulated,Ssr1,protein_coding,17,15802,2417,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014166,Upregulated,Smoc2,protein_coding,1,85289,2871,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0
ENSRNOG00000014168,Upregulated,Xylb,protein_coding,8,32863,3384,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
ENSRNOG00000014170,Downregulated,Dbn1,protein_coding,17,14193,2895,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000014173,Downregulated,Smc3,protein_coding,1,43081,4489,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014178,Upregulated,Acad9,protein_coding,2,23709,2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014179,Nondifferential,Rps2,protein_coding,10,1661,882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014180,Nondifferential,Prickle4,protein_coding,9,3899,1086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014182,Upregulated,Tns1,protein_coding,9,206869,6113,6.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
ENSRNOG00000014183,Downregulated,Gnaq,protein_coding,1,240079,1348,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0
ENSRNOG00000014186,Downregulated,RGD1310257,protein_coding,1,18927,2565,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014187,Downregulated,Igf1r,protein_coding,1,281551,4101,4.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0
ENSRNOG00000014188,Upregulated,Tma16,protein_coding,16,16284,3352,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014190,Downregulated,Hint3,protein_coding,1,9983,1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014191,Nondifferential,Zfp395,protein_coding,15,13983,4100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014192,Upregulated,Naa30,protein_coding,15,18963,4511,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014193,Downregulated,Lig1,protein_coding,1,38539,3053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014199,Nondifferential,Zfp703,protein_coding,16,4172,3208,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014201,Nondifferential,Manf,protein_coding,8,3203,844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014204,Nondifferential,Pacsin3,protein_coding,3,5057,1756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014205,Downregulated,Klf2,protein_coding,16,1951,1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014208,Nondifferential,Dctn3,protein_coding,5,8001,956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014209,Upregulated,Utp6,protein_coding,10,28457,1788,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014212,Upregulated,Mettl21a,protein_coding,9,9514,1702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
ENSRNOG00000014214,Nondifferential,Rpl27a,protein_coding,1,3019,1057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014215,Upregulated,Klf9,protein_coding,1,24716,2508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSRNOG00000014230,Downregulated,Map1a,protein_coding,3,20409,11117,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014234,Nondifferential,Hif1an,protein_coding,1,10054,1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014235,Upregulated,Zgpat,protein_coding,3,16394,1974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014237,Downregulated,Zfp503,protein_coding,15,3789,3101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014240,Nondifferential,Trmt11,protein_coding,1,55322,1564,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014241,Nondifferential,Ece1,protein_coding,5,103255,4509,2.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0
ENSRNOG00000014248,Upregulated,Erbb4,protein_coding,9,506855,3796,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
ENSRNOG00000014251,Downregulated,Capn5,protein_coding,1,44112,4381,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
ENSRNOG00000014252,Upregulated,Irf2bp1,protein_coding,1,2702,2702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014254,Upregulated,Cpt1a,protein_coding,1,60169,4327,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSRNOG00000014258,Nondifferential,Rab32,protein_coding,1,15720,3231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014259,Downregulated,Mycl,protein_coding,5,5831,2940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014264,Downregulated,Phactr1,protein_coding,17,99651,1248,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014265,Nondifferential,Tnfrsf19,protein_coding,15,91977,3775,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
ENSRNOG00000014268,Nondifferential,Abca2,protein_coding,3,19925,8047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014270,Upregulated,Rer1,protein_coding,5,12076,1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014272,Upregulated,Rpl35,protein_coding,3,2961,446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014274,Downregulated,Trit1,protein_coding,5,43503,2113,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014275,Downregulated,Hook3,protein_coding,16,52252,2130,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSRNOG00000014276,Downregulated,Plce1,protein_coding,1,308753,10285,18.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0
ENSRNOG00000014277,Upregulated,Zdhhc13,protein_coding,1,38800,2344,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014278,Downregulated,Zfp710,protein_coding,1,102386,2702,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
ENSRNOG00000014284,Nondifferential,Elof1,protein_coding,8,4890,1112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014285,Nondifferential,Ssh2,protein_coding,10,109470,6343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000014287,Upregulated,Stk11,protein_coding,7,16763,3119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000014288,Downregulated,Fn1,protein_coding,9,68901,8331,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
ENSRNOG00000014289,Upregulated,Arpc2,protein_coding,9,30677,1428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ENSRNOG00000014290,Upregulated,Grm1,protein_coding,1,412716,6899,12.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
ENSRNOG00000014291,Nondifferential,Elp3,protein_coding,15,62188,2760,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014293,Upregulated,Nkd1,protein_coding,19,72755,2556,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0
ENSRNOG00000014294,Upregulated,Ptpn6,protein_coding,4,12962,2161,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014297,Nondifferential,Sdc4,protein_coding,3,18688,2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
ENSRNOG00000014303,Upregulated,Lrp11,protein_coding,1,28515,3269,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014305,Nondifferential,Fbxo42,protein_coding,5,57929,6096,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
ENSRNOG00000014310,Downregulated,Tmtc4,protein_coding,15,55317,2653,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014316,Downregulated,Rapgef1,protein_coding,3,112402,4159,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
ENSRNOG00000014317,Upregulated,Arpc5l,protein_coding,3,7618,1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014319,Downregulated,Smchd1,protein_coding,9,141683,6021,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
ENSRNOG00000014320,Downregulated,Inhba,protein_coding,17,14280,2554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014322,Upregulated,Kazn,protein_coding,5,102902,2103,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
ENSRNOG00000014323,Downregulated,Extl2,protein_coding,2,20436,1988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENSRNOG00000014328,Nondifferential,Frs3,protein_coding,9,8571,2017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014330,Upregulated,Pcmt1,protein_coding,1,31343,855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ENSRNOG00000014336,Upregulated,Mcm5,protein_coding,19,37725,3052,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSRNOG00000014338,Upregulated,Slc25a25,protein_coding,3,10133,3135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSRNOG00000014340,Nondifferential,Pdcd7,protein_coding,8,14801,2256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
